Id,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,text_len,word_count,hashtag_count,emoji_count,SentimentSimple,Sentiment_norm,TextLength,LengthGroup
386,Radiant joy akin to blooming flowers on a sun-kissed spring morning. , Radiance    ,2022-05-05 10:15:00, SpringEnthusiast ,Facebook, #Radiance #SpringBlooms                 ,25.0,50.0,Netherlands,2022,5,5,10,69,11,2,2,Negative,Radiance,69,60-89
387,A sense of wonder at the vastness of the cosmos on a stargazing night. , Wonder     ,2018-07-08 23:00:00, CosmosExplorer  ,Instagram, #Wonder #StargazingAdventure            ,40.0,80.0,South Africa,2018,7,8,23,71,14,2,1,Negative,Wonder,71,60-89
388,Rejuvenated by the salty breeze and the sound of waves at the seaside. , Rejuvenation ,2021-09-20 14:30:00, SeaBreezeLover ,Twitter, #Rejuvenation #SeasideEscape            ,18.0,35.0,Spain,2021,9,20,14,71,13,2,1,Negative,Rejuvenation,71,60-89
389,Whispers of inspiration from the rustling leaves in a serene forest. , Inspiration ,2016-11-15 11:45:00, ForestDreamer   ,Facebook, #Inspiration #ForestWhispers            ,28.0,55.0,Portugal,2016,11,15,11,69,11,2,1,Negative,Inspiration,69,60-89
390,Savoring the warmth of a cup of cocoa on a chilly winter evening.   , Coziness     ,2020-01-12 18:00:00, WinterWarmth    ,Instagram, #Coziness #WarmWinterEvening           ,30.0,60.0,Switzerland,2020,1,12,18,68,13,2,1,Negative,Coziness,68,60-89
391,Heartfelt gratitude for the laughter shared during a family reunion. , Gratitude  ,2017-12-28 19:15:00, FamilyGatherer ,Facebook, #Gratitude #FamilyLaughter              ,22.0,45.0,Austria,2017,12,28,19,69,10,2,1,Positive,Gratitude,69,60-89
392,"Embarking on a culinary adventure, savoring exotic flavors around the world. ", Adventure ,2019-03-02 20:20:00, CulinaryExplorer ,Twitter, #Adventure #CulinaryJourney             ,35.0,70.0,Belgium,2019,3,2,20,77,11,2,1,Negative,Adventure,77,60-89
393,Euphoria floods in as the final puzzle piece clicks into place.       , Euphoria   ,2022-06-08 15:30:00, PuzzleSolver    ,Instagram, #Euphoria #PuzzleCompletion            ,20.0,40.0,Denmark,2022,6,8,15,70,11,2,1,Positive,Euphoria,70,60-89
394,Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. , Awe    ,2018-08-18 14:45:00, CathedralVisitor ,Facebook, #Awe #ArchitecturalGrandeur            ,18.0,35.0,Czech Republic,2018,8,18,14,79,10,2,3,Positive,Awe,79,60-89
395,Captivated by the ethereal beauty of a field filled with fireflies. , Enchantment   ,2022-08-10 22:00:00, NightSkyObserver ,Instagram, #Enchantment #FireflyField              ,25.0,50.0,Brazil,2022,8,10,22,68,11,2,1,Negative,Enchantment,68,60-89
396,Immersed in the enchanting melodies of a street musician's violin. , Melodic       ,2019-04-05 17:30:00, MusicLover      ,Twitter, #Melodic #StreetMusic                   ,18.0,35.0,France,2019,4,5,17,67,10,2,2,Negative,Melodic,67,60-89
397,Joyful laughter resonates through a lively summer carnival.         , FestiveJoy    ,2020-12-15 15:45:00, CarnivalGoer    ,Facebook, #FestiveJoy #SummerCarnival             ,22.0,45.0,Japan,2020,12,15,15,68,8,2,1,Negative,Festivejoy,68,60-89
398,Exploring the universe within during a mindful meditation session. , InnerJourney  ,2017-10-20 08:15:00, MindfulExplorer ,Instagram, #InnerJourney #MeditationBliss          ,35.0,70.0,Canada,2017,10,20,8,67,9,2,1,Negative,Innerjourney,67,60-89
399,Soaring like a free spirit on the winds of a coastal cliff.        , Freedom       ,2021-02-28 13:00:00, CoastalExplorer ,Twitter, #Freedom #CoastalAdventure              ,30.0,60.0,Australia,2021,2,28,13,67,12,2,1,Negative,Freedom,67,60-89
400,Dazzled by the elegance of a masquerade ball's dazzling costumes. , Dazzle        ,2018-06-12 20:30:00, MasqueradeAttendee ,Facebook, #Dazzle #MasqueradeElegance            ,28.0,55.0,United Kingdom,2018,6,12,20,66,10,2,2,Negative,Dazzle,66,60-89
401,Whimsical delight in a world of whimsical fairy tales.             , Whimsy        ,2016-03-08 14:20:00, FairyTaleAdventurer ,Instagram, #Whimsy #FairyTaleMagic                 ,20.0,40.0,Usa,2016,3,8,14,67,9,2,1,Negative,Whimsy,67,60-89
402,Reflective contemplation amid the ruins of a forgotten era.        , Reflection    ,2023-04-18 17:10:00, RuinsExplorer   ,Twitter, #Reflection #ForgottenEra               ,18.0,35.0,Greece,2023,4,18,17,67,9,2,1,Neutral,Reflection,67,60-89
403,Riding the adrenaline rush on a rollercoaster's wild twists.      , Adrenaline     ,2020-07-25 12:45:00, ThrillSeeker    ,Facebook, #Adrenaline #RollercoasterThrills      ,22.0,45.0,Germany,2020,7,25,12,66,9,2,2,Negative,Adrenaline,66,60-89
404,Harmony resonates as musicians play a symphony of unity.           , Harmony       ,2019-11-30 19:30:00, MusicHarmonist  ,Instagram, #Harmony #MusicalUnity                   ,35.0,70.0,Sweden,2019,11,30,19,67,9,2,1,Negative,Harmony,67,60-89
405,A burst of artistic creativity in the quietude of an artist's studio. , ArtisticBurst ,2015-09-01 16:00:00, StudioArtist    ,Twitter, #ArtisticBurst #StudioCreativity       ,15.0,30.0,Italy,2015,9,1,16,70,12,2,2,Negative,Artisticburst,70,60-89
406,Radiant joy akin to blossoming flowers on a sunlit spring morning. , Radiance      ,2022-05-05 10:15:00, SpringEnthusiast ,Facebook, #Radiance #SpringBlooms                 ,25.0,50.0,Netherlands,2022,5,5,10,67,11,2,1,Negative,Radiance,67,60-89
407,Awe-inspired by the vastness of the cosmos on a stargazing night.   , Wonder       ,2018-07-08 23:00:00, CosmosExplorer  ,Instagram, #Wonder #StargazingAdventure            ,40.0,80.0,South Africa,2018,7,8,23,68,11,2,2,Negative,Wonder,68,60-89
408,Rejuvenated by the salty breeze and the sound of waves at the seaside. , Rejuvenation ,2021-09-20 14:30:00, SeaBreezeLover ,Twitter, #Rejuvenation #SeasideEscape            ,18.0,35.0,Spain,2021,9,20,14,71,13,2,1,Negative,Rejuvenation,71,60-89
409,Whispers of inspiration from the rustling leaves in a serene forest. , Inspiration  ,2016-11-15 11:45:00, ForestDreamer   ,Facebook, #Inspiration #ForestWhispers            ,28.0,55.0,Portugal,2016,11,15,11,69,11,2,1,Negative,Inspiration,69,60-89
410,Savoring the warmth of a cup of cocoa on a chilly winter evening.   , Coziness     ,2020-01-12 18:00:00, WinterWarmth    ,Instagram, #Coziness #WarmWinterEvening           ,30.0,60.0,Switzerland,2020,1,12,18,68,13,2,1,Negative,Coziness,68,60-89
411,Heartfelt gratitude for the laughter shared during a family reunion. , Gratitude  ,2017-12-28 19:15:00, FamilyGatherer ,Facebook, #Gratitude #FamilyLaughter              ,22.0,45.0,Austria,2017,12,28,19,69,10,2,1,Positive,Gratitude,69,60-89
412,"Embarking on a culinary odyssey, savoring flavors around the world. ", CulinaryOdyssey ,2019-03-02 20:20:00, CulinaryExplorer ,Twitter, #CulinaryOdyssey #FlavorsAroundTheWorld ,35.0,70.0,Belgium,2019,3,2,20,68,10,2,1,Negative,Culinaryodyssey,68,60-89
413,Euphoria floods in as the final puzzle piece fits perfectly.       , Euphoria     ,2022-06-08 15:30:00, PuzzleSolver    ,Instagram, #Euphoria #PerfectPuzzle               ,20.0,40.0,Denmark,2022,6,8,15,67,10,2,1,Positive,Euphoria,67,60-89
414,Awe-struck by the grandeur of an ancient cathedral's intricate architecture. , Awe    ,2018-08-18 14:45:00, CathedralVisitor ,Facebook, #Awe #ArchitecturalGrandeur            ,18.0,35.0,Czech Republic,2018,8,18,14,77,10,2,3,Positive,Awe,77,60-89
415,Curiosity awakened by the mysteries of an ancient archaeological site. , Curiosity  ,2015-11-08 10:00:00, ArchaeologyEnthusiast ,Instagram, #Curiosity #AncientMysteries          ,18.0,35.0,Australia,2015,11,8,10,71,10,2,1,Neutral,Curiosity,71,60-89
416,Giddy with excitement as the first snowflakes dance from the sky. , Excitement   ,2020-12-02 17:30:00, SnowfallEnthusiast ,Twitter, #Excitement #SnowfallMagic             ,22.0,45.0,Canada,2020,12,2,17,66,11,2,1,Positive,Excitement,66,60-89
417,Contentment envelops as the aroma of freshly baked bread fills the air. , Contentment ,2017-06-10 12:15:00, BreadLover     ,Instagram, #Contentment #FreshBreadAroma          ,28.0,55.0,France,2017,6,10,12,72,12,2,1,Positive,Contentment,72,60-89
418,Inspired by the resilience of a lone tree standing tall in a storm. , Resilience   ,2021-04-15 14:20:00, NatureResilient ,Facebook, #Resilience #StandingTall              ,35.0,70.0,Usa,2021,4,15,14,68,13,2,1,Negative,Resilience,68,60-89
419,"Lost in the pages of a captivating novel, transported to another world. ", Immersion ,2019-09-28 19:45:00, Bookworm       ,Twitter, #Immersion #CaptivatingNovel           ,20.0,40.0,United Kingdom,2019,9,28,19,72,12,2,1,Negative,Immersion,72,60-89
420,Drenched in nostalgia while flipping through an old family photo album. , Nostalgia ,2016-12-05 21:00:00, FamilyHistorian ,Instagram, #Nostalgia #FamilyPhotoAlbum           ,25.0,50.0,India,2016,12,5,21,72,11,2,1,Negative,Nostalgia,72,60-89
421,Spark of inspiration ignites like a shooting star in the night sky. , Spark        ,2018-02-10 23:30:00, NightSkyWatcher ,Facebook, #Spark #InspirationIgnited             ,30.0,60.0,Australia,2018,2,10,23,68,12,2,1,Negative,Spark,68,60-89
422,Imbued with gratitude for the simple pleasure of a warm cup of tea. , Gratitude    ,2023-02-15 08:30:00, TeaEnthusiast  ,Twitter, #Gratitude #WarmTea                    ,18.0,35.0,Japan,2023,2,15,8,68,13,2,1,Positive,Gratitude,68,60-89
423,Marveling at the kaleidoscope of colors in a vibrant street market. , Marvel       ,2015-08-22 15:00:00, MarketExplorer ,Instagram, #Marvel #ColorfulStreetMarket          ,22.0,45.0,Brazil,2015,8,22,15,68,11,2,1,Negative,Marvel,68,60-89
424,Awash with serenity as the sun sets over a tranquil lakeside retreat. , Serenity   ,2020-11-20 18:45:00, LakesideRetreater ,Facebook, #Serenity #TranquilSunset              ,28.0,55.0,Germany,2020,11,20,18,70,12,2,1,Positive,Serenity,70,60-89
425,Drowning in sorrow as memories of lost love resurface.            , Heartbreak    ,2019-08-05 21:00:00, LostInLove      ,Instagram, #Heartbreak #LostLove                    ,15.0,30.0,Usa,2019,8,5,21,66,9,2,1,Negative,Heartbreak,66,60-89
426,Numbness sets in as the weight of loneliness grows heavier.       , Loneliness    ,2021-02-12 16:45:00, SolitudeSeeker ,Twitter, #Loneliness #HeavyHeart                  ,18.0,35.0,Canada,2021,2,12,16,66,10,2,1,Negative,Loneliness,66,60-89
427,"Tears fall like raindrops, mourning the end of a cherished friendship. ", Grief      ,2020-11-28 14:20:00, FriendshipsEnd  ,Facebook, #Grief #LostFriendship                  ,22.0,45.0,United Kingdom,2020,11,28,14,71,11,2,1,Negative,Grief,71,60-89
428,"Despair clouds the mind, feeling adrift in an endless sea of darkness. ", Despair   ,2016-05-15 22:30:00, LostInDarkness  ,Instagram, #Despair #EndlessDarkness               ,28.0,55.0,Australia,2016,5,15,22,71,12,2,1,Negative,Despair,71,60-89
429,"Shattered by betrayal, trust crumbles like fragile glass.          ", Betrayal      ,2018-09-10 13:15:00, BrokenTrust     ,Twitter, #Betrayal #ShatteredTrust               ,22.0,45.0,Germany,2018,9,10,13,67,8,2,1,Negative,Betrayal,67,60-89
430,"Aching heart, the symphony of pain plays in the silence of solitude. ", Suffering ,2022-03-20 19:30:00, SilentSufferer  ,Facebook, #Suffering #HeartacheSymphony          ,25.0,50.0,Brazil,2022,3,20,19,69,12,2,1,Negative,Suffering,69,60-89
431,"Emotional storm, a whirlwind of sadness engulfs every thought.    ", EmotionalStorm ,2017-07-18 17:45:00, StormyFeelings  ,Instagram, #EmotionalStorm #SadnessWhirlwind      ,30.0,60.0,India,2017,7,18,17,66,9,2,1,Negative,Emotionalstorm,66,60-89
432,"Haunted by regrets, the ghost of the past lingers relentlessly.   ", Regret        ,2018-12-15 10:00:00, LingeringGhost  ,Twitter, #Regret #HauntedPast                    ,18.0,35.0,France,2018,12,15,10,66,10,2,1,Negative,Regret,66,60-89
433,"Torn apart by grief, the echoes of loss reverberate through the soul. ", Grief      ,2015-06-28 21:15:00, EchoesOfLoss    ,Facebook, #Grief #TornApart                       ,28.0,55.0,Italy,2015,6,28,21,70,12,2,1,Negative,Grief,70,60-89
434,"Isolation deepens, an emotional winter where warmth is but a distant memory. ", Isolation ,2020-04-02 14:20:00, WinterOfEmotions ,Instagram, #Isolation #EmotionalWinter            ,35.0,70.0,Japan,2020,4,2,14,77,12,2,1,Negative,Isolation,77,60-89
435,"Soul-crushing disappointment, hopes shattered like fragile glass. ", Disappointment ,2019-10-08 18:30:00, ShatteredHopes  ,Twitter, #Disappointment #CrushedHopes          ,20.0,40.0,Spain,2019,10,8,18,66,7,2,2,Negative,Disappointment,66,60-89
436,"Painful echoes of a love once cherished, now lost in the abyss of time. ", LostLove ,2016-11-22 09:45:00, AbyssOfTime     ,Facebook, #LostLove #PainfulEchoes               ,22.0,45.0,Netherlands,2016,11,22,9,72,14,2,1,Negative,Lostlove,72,60-89
437,"Heartache deepens, a solitary journey through the abyss of despair. ", Despair   ,2022-08-18 22:00:00, SolitaryDescent ,Instagram, #Despair #AbyssOfHeartache             ,40.0,80.0,South Africa,2022,8,18,22,68,10,2,1,Negative,Despair,68,60-89
438,"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ", Melancholy ,2017-03-12 23:30:00, SerenadeOfSolitude ,Twitter, #Melancholy #QuietSerenade             ,18.0,35.0,United Kingdom,2017,3,12,23,72,10,2,1,Negative,Melancholy,72,60-89
439,"Bitterness like a poison, seeping into every crevice of the wounded heart. ", Bitterness ,2015-12-15 16:15:00, PoisonedHeart   ,Facebook, #Bitterness #WoundedHeart              ,25.0,50.0,Australia,2015,12,15,16,75,12,2,1,Negative,Bitterness,75,60-89
440,"Emotional exhaustion, the weight of the world crushing weary shoulders. ", Exhaustion ,2021-09-05 13:30:00, WearySoulCrushed ,Instagram, #Exhaustion #CrushedSpirit             ,35.0,70.0,Canada,2021,9,5,13,72,10,2,1,Negative,Exhaustion,72,60-89
441,"Sorrowful echoes, a symphony of pain played by the strings of loss. ", Sorrow      ,2018-05-22 20:45:00, StringsOfSorrow ,Twitter, #Sorrow #SymphonyOfLoss                ,18.0,35.0,Germany,2018,5,22,20,68,12,2,1,Negative,Sorrow,68,60-89
442,"Darkness descends, engulfing the soul in the shadows of despair.  ", Darkness     ,2016-07-10 18:20:00, SoulInShadow    ,Facebook, #Darkness #SoulEngulfed                 ,28.0,55.0,Usa,2016,7,10,18,66,10,2,1,Negative,Darkness,66,60-89
443,"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ", Desperation ,2019-04-30 14:00:00, WhisperedDespair ,Instagram, #Desperation #GlimmerOfHope            ,22.0,45.0,France,2019,4,30,14,74,13,2,1,Negative,Desperation,74,60-89
444,"Heart in ruins, the remnants of shattered dreams scattered in the wind. ", Ruins      ,2022-01-08 11:30:00, DreamsInWind    ,Twitter, #Ruins #ShatteredDreams                ,20.0,40.0,Brazil,2022,1,8,11,72,12,2,1,Negative,Ruins,72,60-89
445,"Shattered by the echoes of a shattered dream, fragments of hope scattered. ", Desolation ,2017-09-10 19:15:00, DreamEchoes ,Twitter, #Desolation #ScatteredHope ,20.0,40.0,Australia,2017,9,10,19,75,12,2,1,Negative,Desolation,75,60-89
446,"Avoiding the thorns of regret, walking barefoot on the path of remorse. ", Regret ,2022-04-18 11:30:00, RemorseWalker ,Instagram, #Regret #PathOfRemorse ,25.0,50.0,Canada,2022,4,18,11,72,12,2,1,Negative,Regret,72,60-89
447,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ", Grief ,2018-12-05 21:45:00, JoyLabyrinth ,Facebook, #Grief #LostJoyFootsteps ,18.0,35.0,Usa,2018,12,5,21,74,14,2,1,Negative,Grief,74,60-89
448,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ", Loneliness ,2016-06-28 14:20:00, SolitudeSeas ,Twitter, #Loneliness #CrashingWaves ,22.0,45.0,United Kingdom,2016,6,28,14,81,13,2,1,Negative,Loneliness,81,60-89
449,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ", Bitterness ,2019-10-22 17:00:00, PalateStainer ,Instagram, #Bitterness #StainedTrust ,15.0,30.0,Germany,2019,10,22,17,80,13,2,1,Negative,Bitterness,80,60-89
450,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ", Desolation ,2021-03-15 22:45:00, HopeRuins ,Facebook, #Desolation #WhisperedLoss ,28.0,55.0,Brazil,2021,3,15,22,72,13,2,1,Negative,Desolation,72,60-89
451,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ", Heartbreak ,2017-08-10 19:30:00, OceanSinker ,Twitter, #Heartbreak #RippleOfDespair ,22.0,45.0,France,2017,8,10,19,80,15,2,1,Negative,Heartbreak,80,60-89
452,"Tears, the ink staining the pages of a journal, a testament to silent grief. ", Grief ,2023-01-28 14:30:00, InkJournalist ,Instagram, #Grief #SilentTears ,30.0,60.0,India,2023,1,28,14,77,14,2,1,Negative,Grief,77,60-89
453,"In the wasteland of lost trust, the echoes of broken promises reverberate. ", Betrayal ,2016-12-12 10:00:00, TrustWasteland ,Facebook, #Betrayal #ReverberatingPromises ,25.0,50.0,Italy,2016,12,12,10,75,12,2,1,Negative,Betrayal,75,60-89
454,"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ", Resilience ,2020-07-18 15:15:00, DreamTightrope ,Twitter, #Resilience #TightropeWalk ,35.0,70.0,Japan,2020,7,18,15,78,11,2,1,Negative,Resilience,78,60-89
455,"Suffocating in the silence of solitude, where echoes of laughter once thrived. ", Isolation ,2022-05-20 20:30:00, EchoedLaughter ,Instagram, #Isolation #SilentSolitude ,30.0,60.0,South Africa,2022,5,20,20,79,12,2,1,Negative,Isolation,79,60-89
456,"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ", Regret ,2019-11-08 14:45:00, PossibilityGhost ,Twitter, #Regret #FadingPossibilities ,18.0,35.0,Spain,2019,11,8,14,81,14,2,1,Negative,Regret,81,60-89
457,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ", Despair ,2017-03-28 22:00:00, EndlessLabyrinth ,Facebook, #Despair #EndlessReverberation ,28.0,55.0,Australia,2017,3,28,22,81,13,2,1,Negative,Despair,81,60-89
458,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ", Sorrow ,2020-09-15 18:15:00, RiverOfSorrow ,Instagram, #Sorrow #AutumnLeaves ,22.0,45.0,Canada,2020,9,15,18,80,14,2,1,Negative,Sorrow,80,60-89
459,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ", Desolation ,2018-06-10 13:30:00, DreamGardener ,Twitter, #Desolation #ShatteredHopes ,20.0,40.0,United Kingdom,2018,6,10,13,84,14,2,1,Negative,Desolation,84,60-89
460,"Tears, the currency of grief, spent in the marketplace of lost love and longing. ", Grief ,2016-12-22 21:45:00, CurrencyOfTears ,Facebook, #Grief #LostLoveLonging ,25.0,50.0,Usa,2016,12,22,21,81,14,2,1,Negative,Grief,81,60-89
461,"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ", Betrayal ,2021-01-05 16:20:00, MazeWanderer ,Instagram, #Betrayal #ClosingWalls ,15.0,30.0,Germany,2021,1,5,16,79,14,2,1,Negative,Betrayal,79,60-89
462,"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ", Heartbreak ,2019-04-18 11:00:00, StormSeeker ,Twitter, #Heartbreak #CalmAfterStorm ,22.0,45.0,Brazil,2019,4,18,11,79,14,2,1,Negative,Heartbreak,79,60-89
463,"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ", Despair ,2017-08-28 19:30:00, TapestrySorrow ,Facebook, #Despair #UnraveledHope ,18.0,35.0,India,2017,8,28,19,83,14,2,1,Negative,Despair,83,60-89
464,"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ", Loss ,2023-02-10 14:30:00, WitheredRose ,Instagram, #Loss #SilentSurrender ,28.0,55.0,France,2023,2,10,14,85,16,2,1,Negative,Loss,85,60-89
465,"In the void of heartache, echoes of a love song play, each note a pang of longing. ", Heartache ,2022-07-10 22:15:00, LoveSongEcho ,Instagram, #Heartache #LoveSongLonging ,30.0,60.0,Japan,2022,7,10,22,83,17,2,1,Negative,Heartache,83,60-89
466,"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ", Nostalgia ,2019-05-15 21:30:00, MoonlitMemories ,Twitter, #Nostalgia #CherishedMemories ,18.0,35.0,Italy,2019,5,15,21,78,11,2,1,Negative,Nostalgia,78,60-89
467,"In the symphony of grief, each tear is a note, composing a melancholic melody. ", Grief ,2018-11-28 14:00:00, SymphonyOfTears ,Facebook, #Grief #MelancholicMelody ,22.0,45.0,Germany,2018,11,28,14,79,14,2,1,Negative,Grief,79,60-89
468,"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ", Betrayal ,2021-03-02 17:45:00, VenomousGarden ,Instagram, #Betrayal #PoisonedTrust ,25.0,50.0,Canada,2021,3,2,17,86,12,2,1,Negative,Betrayal,86,60-89
469,"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ", Despair ,2016-10-18 19:30:00, QuicksandFighter ,Twitter, #Despair #DeepDescent ,20.0,40.0,Usa,2016,10,18,19,83,14,2,1,Negative,Despair,83,60-89
470,"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ", Desolation ,2020-08-15 12:30:00, DreamCemetery ,Facebook, #Desolation #UntoldSorrows ,28.0,55.0,France,2020,8,15,12,82,11,2,1,Negative,Desolation,82,60-89
471,"Swept away by the river of regret, the currents of the past refusing to release. ", Regret ,2017-04-28 16:20:00, RegretRiver ,Instagram, #Regret #PastCurrents ,18.0,35.0,United Kingdom,2017,4,28,16,81,15,2,1,Negative,Regret,81,60-89
472,"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ", Loss ,2019-09-10 21:00:00, HeartAttic ,Twitter, #Loss #ForgottenLove ,22.0,45.0,Australia,2019,9,10,21,82,15,2,1,Negative,Loss,82,60-89
473,"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ", Betrayal ,2022-01-28 13:45:00, PromiseGallery ,Facebook, #Betrayal #ShatteredVows ,15.0,30.0,Brazil,2022,1,28,13,84,13,2,1,Negative,Betrayal,84,60-89
474,"The echoes of solitude, a silent conversation between a soul and its shadows. ", Solitude ,2016-06-15 22:30:00, EchoedConversation ,Instagram, #Solitude #ShadowConversation ,30.0,60.0,Spain,2016,6,15,22,78,13,2,1,Negative,Solitude,78,60-89
475,"Dancing on sunshine, each step a celebration of the joy found in simple moments. ", Joy ,2021-08-20 15:45:00, SunshineDancer ,Instagram, #Joy #SimpleMoments ,40.0,80.0,Usa,2021,8,20,15,81,14,2,1,Positive,Joy,81,60-89
476,"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ", Happiness ,2018-04-12 18:30:00, EchoedLaughter ,Twitter, #Happiness #SpiritLifter ,35.0,70.0,Canada,2018,4,12,18,80,14,2,1,Positive,Happiness,80,60-89
477,"In the garden of contentment, each bloom whispers tales of inner peace and joy. ", Contentment ,2022-02-15 12:20:00, GardenOfJoy ,Facebook, #Contentment #InnerPeace ,25.0,50.0,United Kingdom,2022,2,15,12,80,14,2,1,Positive,Contentment,80,60-89
478,"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ", Enthusiasm ,2019-10-28 14:15:00, DreamChaser ,Instagram, #Enthusiasm #HopefulJourney ,30.0,60.0,Australia,2019,10,28,14,79,13,2,1,Positive,Enthusiasm,79,60-89
479,"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ", Gratitude ,2017-12-22 21:00:00, StarSerenader ,Twitter, #Gratitude #ThankfulMelody ,22.0,45.0,India,2017,12,22,21,79,13,2,1,Positive,Gratitude,79,60-89
480,"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ", Accomplishment ,2020-06-10 17:30:00, GlowAchiever ,Facebook, #Accomplishment #HappinessMilestone ,28.0,55.0,Germany,2020,6,10,17,85,13,2,1,Negative,Accomplishment,85,60-89
481,"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ", Positivity ,2016-09-18 19:45:00, DanceHarmony ,Instagram, #Positivity #SoulUpliftment ,18.0,35.0,France,2016,9,18,19,83,15,2,1,Positive,Positivity,83,60-89
482,"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ", Joy ,2023-03-10 14:30:00, LaughterCup ,Twitter, #Joy #CherishedMoment ,20.0,40.0,Japan,2023,3,10,14,81,13,2,1,Positive,Joy,81,60-89
483,"Draped in the warmth of kindness, a quilt of compassion stitched with love. ", Kindness ,2019-05-05 12:15:00, QuiltedCompassion ,Facebook, #Kindness #LoveStitches ,25.0,50.0,Brazil,2019,5,5,12,76,13,2,1,Positive,Kindness,76,60-89
484,"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ", Friendship ,2018-08-28 16:00:00, FriendshipGarden ,Instagram, #Friendship #CamaraderieBlooms ,30.0,60.0,South Africa,2018,8,28,16,83,14,2,1,Positive,Friendship,83,60-89
485,"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ", Love ,2022-11-15 20:45:00, MelodyOfLove ,Twitter, #Love #RhythmOfAffection ,35.0,70.0,Usa,2022,11,15,20,88,16,2,1,Positive,Love,88,60-89
486,"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ", Joy ,2019-07-02 17:00:00, ColorfulLaughter ,Instagram, #Joy #EndlessSmiles ,40.0,80.0,Canada,2019,7,2,17,84,14,2,1,Positive,Joy,84,60-89
487,"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ", Excitement ,2021-04-18 14:20:00, SymphonyFervor ,Facebook, #Excitement #IgnitedSoul ,30.0,60.0,United Kingdom,2021,4,18,14,94,17,2,1,Positive,Excitement,94,90-119
488,"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ", Surprise ,2023-02-05 19:30:00, WrappedDelight ,Twitter, #Surprise #WonderfulMoment ,25.0,50.0,Australia,2023,2,5,19,82,13,2,1,Positive,Surprise,82,60-89
489,"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ", Curiosity ,2018-09-22 12:45:00, MazeDiscovery ,Instagram, #Curiosity #TreasuresOfDiscovery ,22.0,45.0,India,2018,9,22,12,87,15,2,1,Neutral,Curiosity,87,60-89
490,"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ", Gratitude ,2016-12-10 21:15:00, CloudsOfBlessings ,Facebook, #Gratitude #ShowerOfThankfulness ,28.0,55.0,Germany,2016,12,10,21,85,13,2,1,Positive,Gratitude,85,60-89
491,"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ", Inspiration ,2020-05-28 16:00:00, CometCreativity ,Twitter, #Inspiration #BrilliantTrails ,18.0,35.0,France,2020,5,28,16,100,15,2,1,Negative,Inspiration,100,90-119
492,"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ", Success ,2017-11-15 22:30:00, FireworksTriumph ,Instagram, #Success #NightSkyTriumph ,22.0,45.0,Japan,2017,11,15,22,94,15,2,1,Positive,Success,94,90-119
493,"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ", Happiness ,2021-08-02 19:00:00, LaughterSymphony ,Facebook, #Happiness #BoundlessLaughter ,30.0,60.0,Brazil,2021,8,2,19,86,15,2,1,Positive,Happiness,86,60-89
